LeadId,CompanyName,Industry,Website,Location,Address,DecisionMakerName,Designation,Email,EmailType,Phone,LinkedIn,Facebook,Instagram,Twitter,YouTube,ContactPage,SourceKeyword,HasTestimonials,HasVideoTestimonials,HasCaseStudies,HasGoogleReviews,LeadScore,Priority,CreatedDate
124,Adlaxy,Branding Agency,https://www.adlaxy.in/,"New Delhi, India. Formed in 2009, we’ve built a diverse team who offer insight and effective solutions for real business problems. We’re concept driven creatives who embrace the medium most relevant t","New Delhi, India. Formed in 2009, we’ve built a diverse team who offer insight and effective solutions for real business problems. We’re concept driven creatives who embrace the medium most relevant t",,,hello@adlaxy.in,Generic,+918882653528,https://www.linkedin.com/company/adlaxy,https://www.facebook.com/adlaxy,https://www.instagram.com/adlaxy.in/,https://twitter.com/adlaxy,,https://adlaxy.in/contact/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:09.509954
125,Best Influencer Marketing Agency | Delhi | Broz Media,Branding Agency,https://brozmedia.co.in/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,info@brozmedia.in,Generic,+918988888639,https://www.linkedin.com/company/broz-media-in/posts/?feedView=all,,https://www.instagram.com/brozmedia.in/?hl=en,,,https://brozmedia.co.in/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:13.976739
126,DN Designs | Creative Branding Agency & Brand Design Company,Branding Agency,https://dndesigns.co.in/,"Noida, India, delivering strategic brand and design solutions."",","Noida, India, delivering strategic brand and design solutions."",",Paras Kalra,Founder,info@dndesigns.co.in,Generic,+917206605872,https://www.linkedin.com/company/dn-designs-india,,https://www.instagram.com/dn_designs_india/?hl=en,,,https://dndesigns.co.in/contact-us,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:15.083529
127,Brandbajade.com,Branding Agency,https://brandbajade.com/,"Delhi, India. We help brands build their unique reputation by executing creative ideas and innovative strategies for them to grow and evolve in a hyperconnected world."">","Delhi, India. We help brands build their unique reputation by executing creative ideas and innovative strategies for them to grow and evolve in a hyperconnected world."">",,,,,+3403400760,https://www.linkedin.com/company/3676904/admin/,https://www.facebook.com/brandbajade/,https://www.instagram.com/brandbajade/,https://twitter.com/brandbajade,https://www.youtube.com/channel/UCmav0OVu2YTbdRr8FaeXn0g,"https://wa.me/919717514807/?text=Hi Brandbajade, I am looking for **Event and Exhibition** support, I need a call back to discuss my requirements.",Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:17.313616
128,LetsBuildBrands.com,Branding Agency,http://www.letsbuildbrands.com/,"<style data-href=""https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt_bootstrap.e542c7cb.min.css"">.EtmdIW{cursor:pointer}.XWeqiF{opacity:0}.bWoigz{opa","<style data-href=""https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/rb_wixui.thunderbolt_bootstrap.e542c7cb.min.css"">.EtmdIW{cursor:pointer}.XWeqiF{opacity:0}.bWoigz{opa",Invalid Sentry Dsn,CEO,info@letsbuildbrands.com,Generic,+917289020201,https://www.linkedin.com/company/letsbuildbrands,https://www.facebook.com/letsbuildbrandsmedia/,https://www.instagram.com/letsbuildbrandsmedia/,,,https://www.letsbuildbrands.com/contact-us,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:22.754550
129,Promfly | AI-Driven #1 Digital Marketing Agency in 2026,Branding Agency,https://www.promfly.com/,"India, dedicated to empowering businesses of all sizes with tailored marketing and development solutions. From increasing brand awareness to driving qualified traffic and converting visitors into loya","India, dedicated to empowering businesses of all sizes with tailored marketing and development solutions. From increasing brand awareness to driving qualified traffic and converting visitors into loya",,,info@promfly.com,Generic,+918700956038,https://www.linkedin.com/company/promfly,https://www.facebook.com/profile.php?id=61555331055219,https://www.instagram.com/promfly/,,,https://www.promfly.com/contact,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:25.764088
130,Brandlogies – Digital Marketing Agency In Delhi,Branding Agency,https://brandlogies.com/,"gtag('config', 'G-CPWF28K6HD');","gtag('config', 'G-CPWF28K6HD');",,,info@brandlogies.com,Generic,+918882829803,https://www.linkedin.com/company/brandlogies/,http://www.facebook.com/brandlogies,http://www.instagram.com/brandlogies,http://www.twitter.com/brandlogies,,https://brandlogies.com/contacts-us/,Branding Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:28:31.701121
131,Unboxfame,Branding Agency,https://www.unboxfame.com/,"the United States, Hetronic International needed to pursue the action abroad. Of course, Hetronic disagrees and contends that trademark law under the Lanham Act extends beyond U.S. borders. This case","the United States, Hetronic International needed to pursue the action abroad. Of course, Hetronic disagrees and contends that trademark law under the Lanham Act extends beyond U.S. borders. This case",,,legal@unboxfame.com,Personal Business,+919625516571,https://www.linkedin.com/company/unboxfame/,https://www.facebook.com/profile.php?id=100087113425337,https://www.instagram.com/unboxfameofficial/,https://twitter.com/Unbox_fame,https://www.youtube.com/@unboxfameofficial/,https://www.unboxfame.com/contact-us,Branding Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:28:41.551958
132,Social Media & Web Development Agency in Noida | Brandiet,Branding Agency,https://www.brandiet.in/,"Noida, Uttar Pradesh, India, and serves clients across Delhi NCR and nationwide.""}},{""@type"":""Question"",""name"":""Is Brandiet an AI-driven agency?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. Brandi","Noida, Uttar Pradesh, India, and serves clients across Delhi NCR and nationwide.""}},{""@type"":""Question"",""name"":""Is Brandiet an AI-driven agency?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. Brandi",,,hi@brandiet.in,Personal Business,+3403400760,,,,https://www.ambitionbox.com/overview/brandiet-overview?utm_source=employer-dashboard&utm_campaign=brandiet&utm_medium=badges,,https://brandiet.in/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:46.324002
133,UnzapTech,Branding Agency,http://www.unzaptech.com/,S/hRuKMKypAxFuFIizUy5bXZb2edPXkZdcitVWuRUVNiovIVXHYX7Pc0jdO51TI8z+34bWr16dk+fe/AAaSZAAAAAAAAAAB2rR+laP6dntIbPg+BZ81OwxhaP0rR/Ts9pDZ8HwLPmp2ARjS34t735N/Uhk01lpb8W978m/qQyaAAAAAAAAAAAAAkejnDE+LMUU9sZrMp,S/hRuKMKypAxFuFIizUy5bXZb2edPXkZdcitVWuRUVNiovIVXHYX7Pc0jdO51TI8z+34bWr16dk+fe/AAaSZAAAAAAAAAAB2rR+laP6dntIbPg+BZ81OwxhaP0rR/Ts9pDZ8HwLPmp2ARjS34t735N/Uhk01lpb8W978m/qQyaAAAAAAAAAAAAAkejnDE+LMUU9sZrMp,,,info@unzaptech.com,Generic,+3403400760,,,,,,https://wa.me/919560106093,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:51.609936
134,Best Branding & Marketing Agency Delhi | Brand Promotion Agency,Branding Agency,https://www.brandcatapult.in/?utm_source=organic&utm_medium=gmblisting&utm_campaign=gmblisting,"Delhi. Our expert team provides high-quality brand design, management, and promotion services. We specialize in creating innovative solutions for restaurants, hospitality, fashion, and other brands to","Delhi. Our expert team provides high-quality brand design, management, and promotion services. We specialize in creating innovative solutions for restaurants, hospitality, fashion, and other brands to",Brand Catapult,Owner,hello@brandcatapult.in,Generic,+919599086244,https://in.linkedin.com/company/brand-catapult,https://www.facebook.com/brandcatapult/,https://www.instagram.com/brandcatapult/,https://mobile.twitter.com/brandcatapult?lang=en,,https://brandcatapult.in/contact-me/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:53.242792
135,"Performance Marketing Agency in Delhi, India | Top Rated",Branding Agency,http://www.ministryofmarketing.in/,"class=""sc_content color_style_default sc_content_default sc_content_width_1_1 sc_float_center""><div class=""sc_content_container""><div class=""vc_row wpb_row vc_inner vc_row-fluid""><div class=""wpb_colum","class=""sc_content color_style_default sc_content_default sc_content_width_1_1 sc_float_center""><div class=""sc_content_container""><div class=""vc_row wpb_row vc_inner vc_row-fluid""><div class=""wpb_colum",,,ministryofmarketing.in@gmail.com,Personal Business,+918700089990,https://www.linkedin.com/company/ministryofmarketing,https://www.facebook.com/ministryofmarketing.in,https://www.instagram.com/ministryofmarketing.in,https://mobile.twitter.com/TrxDoe,https://www.youtube.com/channel/UCaZyDJjdP4cFqWKSRkOCjYg,https://ministryofmarketing.in/contacts,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:59.813390
136,We Are The Best Digital Marketing Services East Delhi,Branding Agency,https://harshitkr.com/,"Delhi and West Bengal. With the major intention of client satisfaction by delivering digitalized solutions to small and medium-sized business owners.</p><p>Through the aid of digital tools, tech, and","Delhi and West Bengal. With the major intention of client satisfaction by delivering digitalized solutions to small and medium-sized business owners.</p><p>Through the aid of digital tools, tech, and",,,contact@harshitkr.com,Generic,+918860220103,,https://www.facebook.com/harshitkrforyou/,http://instagram.com/harshitkr4u/,,https://www.youtube.com/channel/UCZ9ECNn9__V5VMO-Xa5bTgQ,https://harshitkr.com/digital-marketing-services-contact/,Branding Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:29:02.252224
137,Red Realm,Branding Agency,http://www.redrealm.co.in/,"var moselecteddropdown = {""selecteddropdown"":[{""name"":""Afghanistan (\u202b\u0627\u0641\u063a\u0627\u0646\u0633\u062a\u0627\u0646\u202c\u200e)"",""alphacode"":""af"",""countryCode"":""+93"",""minLength"":""9"",""max","var moselecteddropdown = {""selecteddropdown"":[{""name"":""Afghanistan (\u202b\u0627\u0641\u063a\u0627\u0646\u0633\u062a\u0627\u0646\u202c\u200e)"",""alphacode"":""af"",""countryCode"":""+93"",""minLength"":""9"",""max",Mehak Suri,Founder,mehak@redrealm.co.in,Founder,+3403400760,https://www.linkedin.com/company/red-realm-marketing/mycompany/,https://www.facebook.com/redrealmmarketing,https://www.instagram.com/red.realm.marketing/,,https://www.youtube.com/@RedRealmmarketingAgency.,https://www.redrealm.co.in/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:29:11.945588
138,Branding Idiots - Being An Idiot is EXTRAORDINARY,Branding Agency,http://brandingidiots.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=no"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=no"">",,,shout@brandingidiots.com,Personal Business,+919354071792,,https://www.facebook.com/brandingidiots,https://www.instagram.com/branding.idiots,,,https://brandingidiots.com/contact,Branding Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:29:13.124176
139,Home - brandorbit360.com,Branding Agency,https://brandorbit360.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",Helvetica Neue,CEO,,,+013012600691,,https://www.facebook.com/profile.php?id=61581851434735,https://www.instagram.com/brandorbit360/,,,https://brandorbit360.com/contact-us/,Branding Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:29:22.487801
140,Advertising agency,Branding Agency,https://parichayad.com/,"Delhi, India. Their work involves providing a range of advertising and marketing services to clients across various industries, with the goal of helping these businesses achieve their marketing object","Delhi, India. Their work involves providing a range of advertising and marketing services to clients across various industries, with the goal of helping these businesses achieve their marketing object",,,info@parichayad.com,Generic,+3403400760,,https://www.facebook.com/ParichayAdvertising/,https://www.instagram.com/parichay_advt/,https://x.com/Parichay_Advt,,https://parichayad.com/contact-advertising-agency-in-delhi.php,Branding Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:29:28.120433
141,Brand Visage Communications Pvt. Ltd – Digital Marketing Agency Delhi | Marketing Agency Delhi | SEO Agency In Delhi,Branding Agency,https://brandvisage.com/,"300x225.jpg"" class=""attachment-medium size-medium wp-image-3440"" alt=""Akiva powered by webOS"" data-srcset=""https://brandvisage.com/wp-content/uploads/2023/09/J0SjnqhidwI-HQ-300x225.jpg 300w, https://b","300x225.jpg"" class=""attachment-medium size-medium wp-image-3440"" alt=""Akiva powered by webOS"" data-srcset=""https://brandvisage.com/wp-content/uploads/2023/09/J0SjnqhidwI-HQ-300x225.jpg 300w, https://b",,,business@brandvisage.com,Generic,+14374102202,https://www.linkedin.com/company/brand-visage-communications/,https://www.facebook.com/BrandVisageCommunications/,https://www.instagram.com/brand_visage/,https://twitter.com/BrandVisage,https://www.youtube.com/channel/UC0bKd25v5g9t_hB8OY6-YBg,https://brandvisage.com/contact/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:29:36.267644
142,PerformanceMarketing ThatDelivers,Branding Agency,http://www.glideup.in/,"<script nonce=""jJ598saz"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""jJ598saz"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,grow@glideup.in,Personal Business,+3403400760,https://www.linkedin.com/company/glideup,,https://www.instagram.com/glideup.in,,,http://www.glideup.in/#contact,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:29:38.898042
143,Substance Communication,Branding Agency,https://substanceads.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,info@substanceads.com,Generic,+918800001181,https://www.linkedin.com/company/substance-communication/,https://www.facebook.com/substanceads1/,https://www.instagram.com/substanceads/,https://twitter.com/Substanceads,https://www.youtube.com/@substancecommunication,https://substanceads.com/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:29:40.231208
144,"Top Website Development, Digital Marketing Agency in Delhi",Branding Agency,https://vabinorwebitservice.com/,</dt>,</dt>,Vabinor Web,Owner,info@vabinorwebitservice.com,Generic,+917289874732,https://in.linkedin.com/company/vabinor-web-it,,https://www.instagram.com/vabinorwebitservice/,https://x.com/vabinor_it,https://www.youtube.com/@Vabinorwebit,https://vabinorwebitservice.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:30:13.392799
145,Infotech Agency,Branding Agency,https://www.infotechagency.com/,"<meta content=""width=device-width, initial-scale=1.0, minimum-scale=1.0, maximum-scale=1.0"" name=""viewport"">","<meta content=""width=device-width, initial-scale=1.0, minimum-scale=1.0, maximum-scale=1.0"" name=""viewport"">",Space Grotesk,CEO,hello@infotechagency.com,Generic,+6464001642,https://www.linkedin.com/company/infotech-agncy,https://www.facebook.com/infotech.marketing.agency,https://www.instagram.com/infotech_agency/,,https://www.youtube.com/@infotech-agency,https://infotechagency.com/contact/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:30:31.210973
146,Brandhype,Branding Agency,https://brandhype.in/,"India, comprising of a team of expert professionals in the fields of Online Marketing Services, Search Engine Optimization, Social Media Marketing, Email marketing, online reputation management and va","India, comprising of a team of expert professionals in the fields of Online Marketing Services, Search Engine Optimization, Social Media Marketing, Email marketing, online reputation management and va",,,hello@brandhype.in,Generic,+2616769217,https://www.linkedin.com/company/brandhype-in,https://www.facebook.com/brandhype.in/,https://www.instagram.com/brandhype.in_/,https://twitter.com/BrandhypeLive,https://www.youtube.com/@brandhypedigitalmarketing1512,mailto:sales@brandhype.in,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:30:51.234210
147,#1 Branding Junction - Digital Marketing Company Delhi,Branding Agency,https://brandingjunction.com/,"<script nonce=""vsXfW3GN"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""vsXfW3GN"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,,,+010912763504,https://in.linkedin.com/company/brandingjunctionofficial,https://www.facebook.com/brandingjunctionofficial,https://www.instagram.com/brandingjunctionofficial/,,https://www.youtube.com/@BrandingJunction,https://brandingjunction.com/contact/,Branding Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:31:54.992570
148,BD Agency,Branding Agency,https://www.bd.agency/,"<!DOCTYPE html><!--h0pGMKDMuy9jc0BfJamO_--><html lang=""en"" class=""scroll-smooth""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" a","<!DOCTYPE html><!--h0pGMKDMuy9jc0BfJamO_--><html lang=""en"" class=""scroll-smooth""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" a",,,connect@bd.agency,Personal Business,+919711441247,,,,,,https://www.bd.agency/#contact,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:32:17.164680
149,Flashbuild Marketing Group,Branding Agency,https://flashbuildmarketinggroup.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1.0, viewport-fit=cover"" />","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0, viewport-fit=cover"" />",,,info@flashbuildmarketing.com,Generic,+917970732200,,,,,,,Branding Agency,False,True,False,False,55,Medium Lead,2026-06-23T07:32:21.069508
150,EnyoWebServices – India's Best Digital Marketing Agency,Branding Agency,https://enyowebservices.com/,"<meta name=""viewport""   content=""initial-scale=1,user-scalable=no,width=device-width"">","<meta name=""viewport""   content=""initial-scale=1,user-scalable=no,width=device-width"">",,,info@enyowebservices.com,Generic,+918920903191,,https://www.facebook.com/profile.php?id=61551236190835,https://www.instagram.com/enyowebservices/,https://twitter.com/EnyoWebservices,https://www.youtube.com/channel/UCHZMVRc3yfvM_NlDC2Q78gQ,https://enyowebservices.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:32:38.988260
151,Brands Martini,Branding Agency,https://www.brandsmartini.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,cheers@brandsmartini.com,Personal Business,+16043994990,https://www.linkedin.com/company/brandsmartini,https://www.facebook.com/brandsmartini.india,https://www.instagram.com/brands_martini/,https://twitter.com/brandsmartini,//www.youtube.com/embed/bzcfCM06JbA,https://www.brandsmartini.com/contact-us/,Branding Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:32:57.774912
152,Home - brand for you,Branding Agency,https://brandforyou.in/,"<script nonce=""h42Mlonb"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""h42Mlonb"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,hello@brandforyou.in,Generic,+3403400760,,,,,,https://brandforyou.in/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:33:07.960677
153,7SEA Marketing | A Growth Studio for Ambitious Brands,Branding Agency,https://7seamarketing.com/,"New Delhi and Los Angeles, working worldwide.""/>","New Delhi and Los Angeles, working worldwide.""/>",,,contact@7seamarketing.com,Generic,+3403400760,,https://www.facebook.com/profile.php?id=61586262916114,https://www.instagram.com/7seamarketing/,,,https://7seamarketing.com/contactus/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:33:17.312348
154,Digital Mazic,Branding Agency,http://www.digitalmazic.com/,"Hyderabad. We revamped their branding, logo and developed their website. </p>","Hyderabad. We revamped their branding, logo and developed their website. </p>",,,info@digitalmazic.com,Generic,+918588858578,https://www.linkedin.com/company/digital-mazic,https://www.facebook.com/digitalmazic/,https://instagram.com/digitalmazic,https://twitter.com/digitalmazic,https://www.youtube.com/channel/UC_e7nnED9Vp09NmKejjaJKg,http://www.digitalmazic.com/contact.php,Branding Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:33:37.961742
155,Home - 360Presence,Branding Agency,https://360p.co/,"Noida, building for clients worldwide.","Noida, building for clients worldwide.",,,contact@360p.co,Generic,9310236109,https://www.linkedin.com/company/360presence/,,https://www.instagram.com/360presence/,,,https://360p.co/contact/,Branding Agency,False,False,True,False,80,Hot Lead,2026-06-23T07:34:22.472373
156,fbpx,Branding Agency,http://www.goseen.in/,"<script nonce=""tvzbwP64"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""tvzbwP64"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,info@goseen.in,Generic,+3403400760,https://www.linkedin.com/company/goseen/,https://www.facebook.com/teamGoSeen/,https://www.instagram.com/teamgoseen/,,,http://www.goseen.in/contact-us,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:34:50.988575
157,Expand Buzz,Branding Agency,https://www.expandbuzz.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,hi@expandbuzz.com,Personal Business,+919871521144,https://www.linkedin.com/company/expandbuzz,https://www.facebook.com/expandbuzzofficial,https://www.instagram.com/expandbuzz,https://twitter.com/Expand_buzz,https://www.youtube.com/@expandbuzz,https://www.expandbuzz.com/contact-us,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:34:54.901684
158,"Best Digital Marketing Agency in USA, India, Dubai & UK",Branding Agency,https://brandenhanced.com/,"India. We offer SEO, PPC, social media management and conversion-focused design solutions. Our dedicated team of digital marketers will plan and create multiple promotional campaigns from scratch usin","India. We offer SEO, PPC, social media management and conversion-focused design solutions. Our dedicated team of digital marketers will plan and create multiple promotional campaigns from scratch usin",,,info@brandenhanced.com,Generic,+919650028836,https://www.linkedin.com/company/brand-enhanced/,https://www.facebook.com/brandenhanced/,https://www.instagram.com/brand_enhanced/,https://twitter.com/brand_enhanced,https://www.youtube.com/embed/VhBl3dHT5SY?feature=oembed?playlist=VhBl3dHT5SY&mute=0&autoplay=0&loop=no&controls=0&start=0&end=,https://brandenhanced.com/contact/,Branding Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:34:57.949699
159,Homepage - Digital Branding Studio,Branding Agency,https://digitalbrandingstudio.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,info@digitalbrandingstudio.com,Generic,+918810552490,,,,,https://www.youtube.com/embed/VhBl3dHT5SY?feature=oembed?playlist=VhBl3dHT5SY&mute=0&autoplay=0&loop=no&controls=0&start=0&end=,https://www.digitalbrandingstudio.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:35:12.145898
160,"Digital marketing agency in Delhi | Experts in SEO, SEM, SMM.",Branding Agency,https://brandontop.in/,"<p>GA4’s AI-based insights use machine learning to predict user behavior — which channels will convert, which campaigns are losing engagement, and what actions drive revenue. Instead of staring at raw","<p>GA4’s AI-based insights use machine learning to predict user behavior — which channels will convert, which campaigns are losing engagement, and what actions drive revenue. Instead of staring at raw",,,brandontop72@gmail.com,Personal Business,+919899037764,,,,,,https://brandontop.in/contact/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:35:51.355477
161,Designer Bro,Branding Agency,https://designerbro.in/,"<div class=""elementor-element elementor-element-26c89a6 elementor-widget elementor-widget-video"" data-id=""26c89a6"" data-element_type=""widget"" data-e-type=""widget"" data-settings=""{&quot;youtube_url&quo","<div class=""elementor-element elementor-element-26c89a6 elementor-widget elementor-widget-video"" data-id=""26c89a6"" data-element_type=""widget"" data-e-type=""widget"" data-settings=""{&quot;youtube_url&quo",,,,,+918527874697,,https://facebook.com/Codevz,https://instagram.com/codevz/,https://twitter.com/codevz2,https://www.youtube.com/@designerbro4123,https://designerbro.in/ad-video-consultation/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:35:54.656272
162,Digital Marketing Agency in Delhi,Branding Agency,https://brandmiz.com/,"<img decoding=""async"" src=""https://brandmiz.com/wp-content/uploads/elementor/thumbs/SC_PS_7C_002-scaled-qvdkzurbgujlcijrb71k2wrahnppvz0luy7c413lug-r8ier8hqob7tyo6fxcvnm0053o01324wnhzrpg45fs.webp"" titl","<img decoding=""async"" src=""https://brandmiz.com/wp-content/uploads/elementor/thumbs/SC_PS_7C_002-scaled-qvdkzurbgujlcijrb71k2wrahnppvz0luy7c413lug-r8ier8hqob7tyo6fxcvnm0053o01324wnhzrpg45fs.webp"" titl",,,info@brandmiz.com,Generic,+917011042056,https://www.linkedin.com/company/brandmiz/,https://www.facebook.com/profile.php?id=61566573519180,https://www.instagram.com/brandmiz/,,,https://brandmiz.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:36:12.937697
163,Blanky Creative Agency // Leading Creative Agency in Delhi NCR,Branding Agency,https://www.blanky.in/,"Dwarka, New Delhi."" />","Dwarka, New Delhi."" />",,,hey@blanky.in,Personal Business,+919667441113,https://www.linkedin.com/company/blanky-creative-agency,https://facebook.com/helloblanky,https://instagram.com/helloblanky,,,https://blanky.in/contact-us/,Branding Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:36:20.381286
164,Best Digital Marketing Agency in Delhi | Catlist Media,Branding Agency,https://catlistmedia.com/,"<strong>Yamuna Vihar, Delhi</strong>, weâve helped 200+ clients grow their digital presence through data-driven strategies and creative storytelling.<br />Our team of experts combines years of exper","<strong>Yamuna Vihar, Delhi</strong>, weâve helped 200+ clients grow their digital presence through data-driven strategies and creative storytelling.<br />Our team of experts combines years of exper",Windows Phone,CEO,info@catlistmedia.com,Generic,+3403400760,,https://www.facebook.com/catlistmedia,https://www.instagram.com/catlistmedia/,https://x.com/catlistmedia,https://www.youtube.com/@catlistmedia,https://catlistmedia.com/contact/,Branding Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:36:31.478519
